,wordform,fst_analyses
552,mawadisimaawan,"['mawadish+VTA+Ind+Pos+Neu+XSubj+3SgObvObj', 'mawadish+VTA+Ind+Pos+Neu+XSubj+3PlObvObj']"
553,mizhwaa,"['mizhwi+VTA+Ind+Pos+Neu+XSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Neu+XSubj+3SgProxObj']"
554,nimizhogoomin,"['mizhwi+VTA+Ind+Pos+Neu+XSubj+ExclObj', 'mizho+VTA+Ind+Pos+Neu+XSubj+ExclObj']"
555,gimizhogoomin,"['mizhwi+VTA+Ind+Pos+Neu+XSubj+InclObj', 'mizho+VTA+Ind+Pos+Neu+XSubj+InclObj']"
556,nimizhogosiinaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+0PlSubj+1SgObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+1SgObj']"
557,gimizhogosiinaawaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+0PlSubj+2PlObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+2PlObj']"
558,gimizhogosiinaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+0PlSubj+2SgObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+2SgObj']"
559,omikaagosiinaabaniin,"['mikaw+VTA+Ind+Neg+Prt+0PlSubj+3PlObvObj', 'mikaw+VTA+Ind+Neg+Prt+0PlSubj+3SgObvObj', 'mikaw+VTA+Ind+Neg+Prt+0PlSubj+3SgProxObj']"
560,owaabamigosiinaabaniin,"['waabam+VTA+Ind+Neg+Prt+0PlSubj+3PlObvObj', 'waabam+VTA+Ind+Neg+Prt+0PlSubj+3SgObvObj', 'waabam+VTA+Ind+Neg+Prt+0PlSubj+3SgProxObj']"
561,omizhogosiinaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+0PlSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+3PlObvObj', 'mizhwi+VTA+Ind+Neg+Prt+0PlSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+3SgObvObj', 'mizhwi+VTA+Ind+Neg+Prt+0PlSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+3SgProxObj']"
562,omiinigosiinaabaniin,"['miizh+VTA+Ind+Neg+Prt+0PlSubj+3PlObvObj', 'miizh+VTA+Ind+Neg+Prt+0PlSubj+3SgObvObj', 'miizh+VTA+Ind+Neg+Prt+0PlSubj+3SgProxObj']"
563,omawadisigosiinaabaniin,"['mawadish+VTA+Ind+Neg+Prt+0PlSubj+3PlObvObj', 'mawadish+VTA+Ind+Neg+Prt+0PlSubj+3SgObvObj', 'mawadish+VTA+Ind+Neg+Prt+0PlSubj+3SgProxObj']"
564,omizhogosiinaawaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+0PlSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+3PlProxObj']"
565,nimizhogosiiminaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+0PlSubj+ExclObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+ExclObj']"
566,gimizhogosiiminaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+0PlSubj+InclObj', 'mizho+VTA+Ind+Neg+Prt+0PlSubj+InclObj']"
567,nimikaagosiinaaban,"['mikaw+VTA+Ind+Neg+Prt+3SgProxSubj+ExclObj', 'mikaw+VTA+Ind+Neg+Prt+0SgSubj+1SgObj']"
568,niwaabamigosiinaaban,"['waabam+VTA+Ind+Neg+Prt+3SgProxSubj+ExclObj', 'waabam+VTA+Ind+Neg+Prt+0SgSubj+1SgObj']"
569,nimizhogosiinaaban,"['mizhwi+VTA+Ind+Neg+Prt+3SgProxSubj+ExclObj', 'mizho+VTA+Ind+Neg+Prt+3SgProxSubj+ExclObj', 'mizhwi+VTA+Ind+Neg+Prt+0SgSubj+1SgObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+1SgObj']"
570,nimiinigosiinaaban,"['miizh+VTA+Ind+Neg+Prt+3SgProxSubj+ExclObj', 'miizh+VTA+Ind+Neg+Prt+0SgSubj+1SgObj']"
571,nimawadisigosiinaaban,"['mawadish+VTA+Ind+Neg+Prt+3SgProxSubj+ExclObj', 'mawadish+VTA+Ind+Neg+Prt+0SgSubj+1SgObj']"
572,gimizhogosiinaawaaban,"['mizhwi+VTA+Ind+Neg+Prt+0SgSubj+2PlObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+2PlObj']"
573,gimikaagosiinaaban,"['mikaw+VTA+Ind+Neg+Prt+3SgProxSubj+InclObj', 'mikaw+VTA+Ind+Neg+Prt+0SgSubj+2SgObj']"
574,giwaabamigosiinaaban,"['waabam+VTA+Ind+Neg+Prt+3SgProxSubj+InclObj', 'waabam+VTA+Ind+Neg+Prt+0SgSubj+2SgObj']"
575,gimizhogosiinaaban,"['mizhwi+VTA+Ind+Neg+Prt+3SgProxSubj+InclObj', 'mizho+VTA+Ind+Neg+Prt+3SgProxSubj+InclObj', 'mizhwi+VTA+Ind+Neg+Prt+0SgSubj+2SgObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+2SgObj']"
576,gimiinigosiinaaban,"['miizh+VTA+Ind+Neg+Prt+3SgProxSubj+InclObj', 'miizh+VTA+Ind+Neg+Prt+0SgSubj+2SgObj']"
577,gimawadisigosiinaaban,"['mawadish+VTA+Ind+Neg+Prt+3SgProxSubj+InclObj', 'mawadish+VTA+Ind+Neg+Prt+0SgSubj+2SgObj']"
578,omikaagosiinaawaaban,"['mikaw+VTA+Ind+Neg+Prt+0SgSubj+3PlProxObj', 'mikaw+VTA+Ind+Neg+Prt+0SgSubj+3PlObvObj']"
579,owaabamigosiinaawaaban,"['waabam+VTA+Ind+Neg+Prt+0SgSubj+3PlProxObj', 'waabam+VTA+Ind+Neg+Prt+0SgSubj+3PlObvObj']"
580,omizhogosiinaawaaban,"['mizhwi+VTA+Ind+Neg+Prt+0SgSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+3PlProxObj', 'mizhwi+VTA+Ind+Neg+Prt+0SgSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+3PlObvObj']"
581,omiinigosiinaawaaban,"['miizh+VTA+Ind+Neg+Prt+0SgSubj+3PlProxObj', 'miizh+VTA+Ind+Neg+Prt+0SgSubj+3PlObvObj']"
582,omawadisigosiinaawaaban,"['mawadish+VTA+Ind+Neg+Prt+0SgSubj+3PlProxObj', 'mawadish+VTA+Ind+Neg+Prt+0SgSubj+3PlObvObj']"
583,omikaagosiinaaban,"['mikaw+VTA+Ind+Neg+Prt+0SgSubj+3SgProxObj', 'mikaw+VTA+Ind+Neg+Prt+0SgSubj+3SgObvObj']"
584,owaabamigosiinaaban,"['waabam+VTA+Ind+Neg+Prt+0SgSubj+3SgProxObj', 'waabam+VTA+Ind+Neg+Prt+0SgSubj+3SgObvObj']"
585,omizhogosiinaaban,"['mizhwi+VTA+Ind+Neg+Prt+0SgSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+3SgProxObj', 'mizhwi+VTA+Ind+Neg+Prt+0SgSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+3SgObvObj']"
586,omiinigosiinaaban,"['miizh+VTA+Ind+Neg+Prt+0SgSubj+3SgProxObj', 'miizh+VTA+Ind+Neg+Prt+0SgSubj+3SgObvObj']"
587,omawadisigosiinaaban,"['mawadish+VTA+Ind+Neg+Prt+0SgSubj+3SgProxObj', 'mawadish+VTA+Ind+Neg+Prt+0SgSubj+3SgObvObj']"
588,nimizhogosiiminaaban,"['mizhwi+VTA+Ind+Neg+Prt+0SgSubj+ExclObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+ExclObj']"
589,gimizhogosiiminaaban,"['mizhwi+VTA+Ind+Neg+Prt+0SgSubj+InclObj', 'mizho+VTA+Ind+Neg+Prt+0SgSubj+InclObj']"
590,gimizhosinooninimwaaban,"['mizhwi+VTA+Ind+Neg+Prt+1SgSubj+2PlObj', 'mizho+VTA+Ind+Neg+Prt+1SgSubj+2PlObj']"
591,gimizhosinooninaaban,"['mizhwi+VTA+Ind+Neg+Prt+1SgSubj+2SgObj', 'mizho+VTA+Ind+Neg+Prt+1SgSubj+2SgObj']"
592,nimizhomaasiibanii',"['mizhwi+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj']"
593,nimizhwaasiibaniig,"['mizhwi+VTA+Ind+Neg+Prt+1SgSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+1SgSubj+3PlProxObj']"
594,nimikawimaasiibaniin,"['mikaw+VTA+Ind+Neg+Prt+1SgSubj+3SgObvObj', 'mikaw+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj']"
595,niwaabamimaasiibaniin,"['waabam+VTA+Ind+Neg+Prt+1SgSubj+3SgObvObj', 'waabam+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj']"
596,nimizhomaasiibaniin,"['mizhwi+VTA+Ind+Neg+Prt+1SgSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+1SgSubj+3SgObvObj', 'mizhwi+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj']"
597,nimiinimaasiibaniin,"['miizh+VTA+Ind+Neg+Prt+1SgSubj+3SgObvObj', 'miizh+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj']"
598,nimawadisimaasiibaniin,"['mawadish+VTA+Ind+Neg+Prt+1SgSubj+3SgObvObj', 'mawadish+VTA+Ind+Neg+Prt+1SgSubj+3PlObvObj']"
599,nimizhwaasiiban,"['mizhwi+VTA+Ind+Neg+Prt+1SgSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+1SgSubj+3SgProxObj']"
600,gimikawisiimwaaban,"['mikaw+VTA+Ind+Neg+Prt+2PlSubj+1SgObj', 'mikawi+VAI+Ind+Neg+Prt+2PlSubj']"
601,gimizhosiimwaaban,"['mizhwi+VTA+Ind+Neg+Prt+2PlSubj+1SgObj', 'mizho+VTA+Ind+Neg+Prt+2PlSubj+1SgObj']"
602,gimizhwaasiwaawaabanii',"['mizhwi+VTA+Ind+Neg+Prt+2PlSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+2PlSubj+3PlObvObj']"
603,gimizhwaasiwaawaabaniig,"['mizhwi+VTA+Ind+Neg+Prt+2PlSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+2PlSubj+3PlProxObj']"
604,gimizhwaasiwaawaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+2PlSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+2PlSubj+3SgObvObj']"
605,gimizhwaasiwaawaaban,"['mizhwi+VTA+Ind+Neg+Prt+2PlSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+2PlSubj+3SgProxObj']"
606,gimikawisiinaamaaban,"['mikaw+VTA+Ind+Neg+Prt+2SgSubj+ExclObj', 'mikaw+VTA+Ind+Neg+Prt+2PlSubj+ExclObj']"
607,giwaabamisiinaamaaban,"['waabam+VTA+Ind+Neg+Prt+2SgSubj+ExclObj', 'waabam+VTA+Ind+Neg+Prt+2PlSubj+ExclObj']"
608,gimizhosiinaamaaban,"['mizhwi+VTA+Ind+Neg+Prt+2SgSubj+ExclObj', 'mizho+VTA+Ind+Neg+Prt+2SgSubj+ExclObj', 'mizhwi+VTA+Ind+Neg+Prt+2PlSubj+ExclObj', 'mizho+VTA+Ind+Neg+Prt+2PlSubj+ExclObj']"
609,gimiizhisiinaamaaban,"['miizh+VTA+Ind+Neg+Prt+2SgSubj+ExclObj', 'miizh+VTA+Ind+Neg+Prt+2PlSubj+ExclObj']"
610,gimawadishisiinaamaaban,"['mawadish+VTA+Ind+Neg+Prt+2SgSubj+ExclObj', 'mawadish+VTA+Ind+Neg+Prt+2PlSubj+ExclObj']"
611,gimikawisiinaaban,"['mikaw+VTA+Ind+Neg+Prt+2SgSubj+1SgObj', 'mikawi+VAI+Ind+Neg+Prt+2SgSubj']"
612,gimizhosiinaaban,"['mizhwi+VTA+Ind+Neg+Prt+2SgSubj+1SgObj', 'mizho+VTA+Ind+Neg+Prt+2SgSubj+1SgObj']"
613,gimizhomaasiibanii',"['mizhwi+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj']"
614,gimizhwaasiibaniig,"['mizhwi+VTA+Ind+Neg+Prt+2SgSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+2SgSubj+3PlProxObj']"
615,gimikawimaasiibaniin,"['mikaw+VTA+Ind+Neg+Prt+2SgSubj+3SgObvObj', 'mikaw+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj']"
616,giwaabamimaasiibaniin,"['waabam+VTA+Ind+Neg+Prt+2SgSubj+3SgObvObj', 'waabam+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj']"
617,gimizhomaasiibaniin,"['mizhwi+VTA+Ind+Neg+Prt+2SgSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+2SgSubj+3SgObvObj', 'mizhwi+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj']"
618,gimiinimaasiibaniin,"['miizh+VTA+Ind+Neg+Prt+2SgSubj+3SgObvObj', 'miizh+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj']"
619,gimawadisimaasiibaniin,"['mawadish+VTA+Ind+Neg+Prt+2SgSubj+3SgObvObj', 'mawadish+VTA+Ind+Neg+Prt+2SgSubj+3PlObvObj']"
620,gimizhwaasiiban,"['mizhwi+VTA+Ind+Neg+Prt+2SgSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+2SgSubj+3SgProxObj']"
621,omizhogosiiwaabanii',"['mizhwi+VTA+Ind+Neg+Prt+3PlObvSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+3PlObvSubj+3PlProxObj']"
622,omizhogosiibanii',"['mizhwi+VTA+Ind+Neg+Prt+3PlObvSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+3PlObvSubj+3SgProxObj']"
623,nimizhogosiibaniig,"['mizhwi+VTA+Ind+Neg+Prt+3PlProxSubj+1SgObj', 'mizho+VTA+Ind+Neg+Prt+3PlProxSubj+1SgObj']"
624,gimizhogosiiwaabaniig,"['mizhwi+VTA+Ind+Neg+Prt+3PlProxSubj+2PlObj', 'mizho+VTA+Ind+Neg+Prt+3PlProxSubj+2PlObj']"
625,gimizhogosiibaniig,"['mizhwi+VTA+Ind+Neg+Prt+3PlProxSubj+2SgObj', 'mizho+VTA+Ind+Neg+Prt+3PlProxSubj+2SgObj']"
626,omizhwaasiwaawaabanii',"['mizhwi+VTA+Ind+Neg+Prt+3PlProxSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+3PlProxSubj+3PlObvObj']"
627,omizhwaasiwaawaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+3PlProxSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+3PlProxSubj+3SgObvObj']"
628,nimizhogonaabaniig,"['mizhwi+VTA+Ind+Neg+Prt+3PlProxSubj+ExclObj', 'mizho+VTA+Ind+Neg+Prt+3PlProxSubj+ExclObj']"
629,gimizhogosiinaabaniig,"['mizhwi+VTA+Ind+Neg+Prt+3PlProxSubj+InclObj', 'mizho+VTA+Ind+Neg+Prt+3PlProxSubj+InclObj']"
630,omizhogosiiwaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+3SgObvSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+3SgObvSubj+3PlProxObj']"
631,omizhogosiibaniin,"['mizhwi+VTA+Ind+Neg+Prt+3SgObvSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+3SgObvSubj+3SgProxObj']"
632,nimizhogosiiban,"['mizhwi+VTA+Ind+Neg+Prt+3SgProxSubj+1SgObj', 'mizho+VTA+Ind+Neg+Prt+3SgProxSubj+1SgObj']"
633,gimizhogosiiwaaban,"['mizhwi+VTA+Ind+Neg+Prt+3SgProxSubj+2PlObj', 'mizho+VTA+Ind+Neg+Prt+3SgProxSubj+2PlObj']"
634,gimizhogosiiban,"['mizhwi+VTA+Ind+Neg+Prt+3SgProxSubj+2SgObj', 'mizho+VTA+Ind+Neg+Prt+3SgProxSubj+2SgObj']"
635,omizhwaasiibanii',"['mizhwi+VTA+Ind+Neg+Prt+3SgProxSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+3SgProxSubj+3PlObvObj']"
636,omizhwaasiibaniin,"['mizhwi+VTA+Ind+Neg+Prt+3SgProxSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+3SgProxSubj+3SgObvObj']"
637,gimikaagoosiimwaaban,"['mikaw+VTA+Ind+Neg+Prt+XSubj+2PlObj', 'mikaw+VTA+Ind+Neg+Prt+ExclSubj+2PlObj']"
638,giwaabamigoosiimwaaban,"['waabam+VTA+Ind+Neg+Prt+XSubj+2PlObj', 'waabam+VTA+Ind+Neg+Prt+ExclSubj+2PlObj']"
639,gimizhogoosiimwaaban,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+2PlObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+2PlObj', 'mizhwi+VTA+Ind+Neg+Prt+ExclSubj+2PlObj', 'mizho+VTA+Ind+Neg+Prt+ExclSubj+2PlObj']"
640,gimiinigoosiimwaaban,"['miizh+VTA+Ind+Neg+Prt+XSubj+2PlObj', 'miizh+VTA+Ind+Neg+Prt+ExclSubj+2PlObj']"
641,gimawadisigoosiimwaaban,"['mawadish+VTA+Ind+Neg+Prt+XSubj+2PlObj', 'mawadish+VTA+Ind+Neg+Prt+ExclSubj+2PlObj']"
642,gimikaagoosiinaaban,"['mikaw+VTA+Ind+Neg+Prt+XSubj+2SgObj', 'mikaw+VTA+Ind+Neg+Prt+ExclSubj+2SgObj']"
643,giwaabamigoosiinaaban,"['waabam+VTA+Ind+Neg+Prt+XSubj+2SgObj', 'waabam+VTA+Ind+Neg+Prt+ExclSubj+2SgObj']"
644,gimizhogoosiinaaban,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+2SgObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+2SgObj', 'mizhwi+VTA+Ind+Neg+Prt+ExclSubj+2SgObj', 'mizho+VTA+Ind+Neg+Prt+ExclSubj+2SgObj']"
645,gimiinigoosiinaaban,"['miizh+VTA+Ind+Neg+Prt+XSubj+2SgObj', 'miizh+VTA+Ind+Neg+Prt+ExclSubj+2SgObj']"
646,gimawadisigoosiinaaban,"['mawadish+VTA+Ind+Neg+Prt+XSubj+2SgObj', 'mawadish+VTA+Ind+Neg+Prt+ExclSubj+2SgObj']"
647,nimizhwaasiwaanaabanii',"['mizhwi+VTA+Ind+Neg+Prt+ExclSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+ExclSubj+3PlObvObj']"
648,nimizhwaasiwaanaabaniig,"['mizhwi+VTA+Ind+Neg+Prt+ExclSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+ExclSubj+3PlProxObj']"
649,nimizhwaasiwaanaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+ExclSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+ExclSubj+3SgObvObj']"
650,nimizhwaasiwaanaaban,"['mizhwi+VTA+Ind+Neg+Prt+ExclSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+ExclSubj+3SgProxObj']"
651,gimikawaasiwaanaabaniig,"['mikaw+VTA+Ind+Neg+Prt+InclSubj+3PlObvObj', 'mikaw+VTA+Ind+Neg+Prt+InclSubj+3PlProxObj']"
652,giwaabamaasiwaanaabaniig,"['waabam+VTA+Ind+Neg+Prt+InclSubj+3PlObvObj', 'waabam+VTA+Ind+Neg+Prt+InclSubj+3PlProxObj']"
653,gimizhwaasiwaanaabaniig,"['mizhwi+VTA+Ind+Neg+Prt+InclSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+InclSubj+3PlObvObj', 'mizhwi+VTA+Ind+Neg+Prt+InclSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+InclSubj+3PlProxObj']"
654,gimiinaasiwaanaabaniig,"['miizh+VTA+Ind+Neg+Prt+InclSubj+3PlObvObj', 'miizh+VTA+Ind+Neg+Prt+InclSubj+3PlProxObj']"
655,gimawadisaasiwaanaabaniig,"['mawadish+VTA+Ind+Neg+Prt+InclSubj+3PlObvObj', 'mawadish+VTA+Ind+Neg+Prt+InclSubj+3PlProxObj']"
656,gimizhwaasiwaanaabaniin,"['mizhwi+VTA+Ind+Neg+Prt+InclSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+InclSubj+3SgObvObj']"
657,gimizhwaasiwaanaaban,"['mizhwi+VTA+Ind+Neg+Prt+InclSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+InclSubj+3SgProxObj']"
658,nimizhogoosiinaaban,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+1SgObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+1SgObj']"
659,mizhomaasiibanii',"['mizhwi+VTA+Ind+Neg+Prt+XSubj+3PlObvObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+3PlObvObj']"
660,mizhwaasiibaniig,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+3PlProxObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+3PlProxObj']"
661,mizhomaasiibaniin,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+3SgObvObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+3SgObvObj']"
662,mizhwaasiiban,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+3SgProxObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+3SgProxObj']"
663,nimizhogoosiiminaaban,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+ExclObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+ExclObj']"
664,gimizhogoosiiminaaban,"['mizhwi+VTA+Ind+Neg+Prt+XSubj+InclObj', 'mizho+VTA+Ind+Neg+Prt+XSubj+InclObj']"
665,nimizhogonaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+0PlSubj+1SgObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+1SgObj']"
666,gimizhogonaawaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+0PlSubj+2PlObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+2PlObj']"
667,gimizhogonaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+0PlSubj+2SgObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+2SgObj']"
668,omikaagonaawaabaniin,"['mikaw+VTA+Ind+Pos+Prt+0PlSubj+3PlObvObj', 'mikaw+VTA+Ind+Pos+Prt+0PlSubj+3PlProxObj']"
669,owaabamigonaawaabaniin,"['waabam+VTA+Ind+Pos+Prt+0PlSubj+3PlObvObj', 'waabam+VTA+Ind+Pos+Prt+0PlSubj+3PlProxObj']"
670,omizhogonaawaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+0PlSubj+3PlObvObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+3PlObvObj', 'mizhwi+VTA+Ind+Pos+Prt+0PlSubj+3PlProxObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+3PlProxObj']"
671,omiinigonaawaabaniin,"['miizh+VTA+Ind+Pos+Prt+0PlSubj+3PlObvObj', 'miizh+VTA+Ind+Pos+Prt+0PlSubj+3PlProxObj']"
672,omawadisigonaawaabaniin,"['mawadish+VTA+Ind+Pos+Prt+0PlSubj+3PlObvObj', 'mawadish+VTA+Ind+Pos+Prt+0PlSubj+3PlProxObj']"
673,omikaagonaabaniin,"['mikaw+VTA+Ind+Pos+Prt+0PlSubj+3SgObvObj', 'mikaw+VTA+Ind+Pos+Prt+0PlSubj+3SgProxObj']"
674,owaabamigonaabaniin,"['waabam+VTA+Ind+Pos+Prt+0PlSubj+3SgObvObj', 'waabam+VTA+Ind+Pos+Prt+0PlSubj+3SgProxObj']"
675,omizhogonaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+0PlSubj+3SgObvObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+3SgObvObj', 'mizhwi+VTA+Ind+Pos+Prt+0PlSubj+3SgProxObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+3SgProxObj']"
676,omiinigonaabaniin,"['miizh+VTA+Ind+Pos+Prt+0PlSubj+3SgObvObj', 'miizh+VTA+Ind+Pos+Prt+0PlSubj+3SgProxObj']"
677,omawadisigonaabaniin,"['mawadish+VTA+Ind+Pos+Prt+0PlSubj+3SgObvObj', 'mawadish+VTA+Ind+Pos+Prt+0PlSubj+3SgProxObj']"
678,nimizhogominaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+0PlSubj+ExclObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+ExclObj']"
679,gimizhogominaabaniin,"['mizhwi+VTA+Ind+Pos+Prt+0PlSubj+InclObj', 'mizho+VTA+Ind+Pos+Prt+0PlSubj+InclObj']"
680,nimikaagonaaban,"['mikaw+VTA+Ind+Pos+Prt+0SgSubj+1SgObj', 'mikaw+VTA+Ind+Pos+Prt+3SgProxSubj+ExclObj']"
681,niwaabamigonaaban,"['waabam+VTA+Ind+Pos+Prt+0SgSubj+1SgObj', 'waabam+VTA+Ind+Pos+Prt+3SgProxSubj+ExclObj']"
682,nimizhogonaaban,"['mizhwi+VTA+Ind+Pos+Prt+0SgSubj+1SgObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+1SgObj', 'mizhwi+VTA+Ind+Pos+Prt+3SgProxSubj+ExclObj', 'mizho+VTA+Ind+Pos+Prt+3SgProxSubj+ExclObj']"
683,nimiinigonaaban,"['miizh+VTA+Ind+Pos+Prt+0SgSubj+1SgObj', 'miizh+VTA+Ind+Pos+Prt+3SgProxSubj+ExclObj']"
684,nimawadisigonaaban,"['mawadish+VTA+Ind+Pos+Prt+0SgSubj+1SgObj', 'mawadish+VTA+Ind+Pos+Prt+3SgProxSubj+ExclObj']"
685,gimizhogonaawaaban,"['mizhwi+VTA+Ind+Pos+Prt+0SgSubj+2PlObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+2PlObj']"
686,gimikaagonaaban,"['mikaw+VTA+Ind+Pos+Prt+3SgProxSubj+InclObj', 'mikaw+VTA+Ind+Pos+Prt+0SgSubj+2SgObj']"
687,giwaabamigonaaban,"['waabam+VTA+Ind+Pos+Prt+3SgProxSubj+InclObj', 'waabam+VTA+Ind+Pos+Prt+0SgSubj+2SgObj']"
688,gimizhogonaaban,"['mizhwi+VTA+Ind+Pos+Prt+3SgProxSubj+InclObj', 'mizho+VTA+Ind+Pos+Prt+3SgProxSubj+InclObj', 'mizhwi+VTA+Ind+Pos+Prt+0SgSubj+2SgObj', 'mizho+VTA+Ind+Pos+Prt+0SgSubj+2SgObj']"
689,gimiinigonaaban,"['miizh+VTA+Ind+Pos+Prt+3SgProxSubj+InclObj', 'miizh+VTA+Ind+Pos+Prt+0SgSubj+2SgObj']"
690,gimawadisigonaaban,"['mawadish+VTA+Ind+Pos+Prt+3SgProxSubj+InclObj', 'mawadish+VTA+Ind+Pos+Prt+0SgSubj+2SgObj']"
