wordform,fst_analyses
miinimaasiweg,"['miizh+VTA+Cnj+Neg+Neu+2PlSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+2PlSubj+3SgObvObj']"
mikawimaasiweg,"['mikaw+VTA+Cnj+Neg+Neu+2PlSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+2PlSubj+3SgObvObj']"
mizhomaasiweg,"['mizhwi+VTA+Cnj+Neg+Neu+2PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+2PlSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+2PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+2PlSubj+3SgObvObj']"
waabamimaasiweg,"['waabam+VTA+Cnj+Neg+Neu+2PlSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+2PlSubj+3SgObvObj']"
mawadisimeg,"['mawadish+VTA+Cnj+Pos+Neu+2PlSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+2PlSubj+3PlObvObj']"
miinimeg,"['miizh+VTA+Cnj+Pos+Neu+2PlSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+2PlSubj+3PlObvObj']"
mikawimeg,"['mikaw+VTA+Cnj+Pos+Neu+2PlSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+2PlSubj+3PlObvObj']"
mizhomeg,"['mizhwi+VTA+Cnj+Pos+Neu+2PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+2PlSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+2PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+2PlSubj+3PlObvObj']"
waabamimeg,"['waabam+VTA+Cnj+Pos+Neu+2PlSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+2PlSubj+3PlObvObj']"
mizhwaasiwegwaa,"['mizhwi+VTA+Cnj+Neg+Neu+2PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+2PlSubj+3PlProxObj']"
mizhwegwaa,"['mizhwi+VTA+Cnj+Pos+Neu+2PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+2PlSubj+3PlProxObj']"
mizhwaasiweg,"['mizhwi+VTA+Cnj+Neg+Neu+2PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+2PlSubj+3SgProxObj']"
mizhweg,"['mizhwi+VTA+Cnj+Pos+Neu+2PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+2PlSubj+3SgProxObj']"
mawadishisiwaang,"['mawadish+VTA+Cnj+Neg+Neu+2SgSubj+ExclObj', 'mawadish+VTA+Cnj+Neg+Neu+2PlSubj+ExclObj']"
miizhisiwaang,"['miizh+VTA+Cnj+Neg+Neu+2SgSubj+ExclObj', 'miizh+VTA+Cnj+Neg+Neu+2PlSubj+ExclObj']"
mikawisiwaang,"['mikaw+VTA+Cnj+Neg+Neu+2SgSubj+ExclObj', 'mikaw+VTA+Cnj+Neg+Neu+2PlSubj+ExclObj', 'mikawi+VAI+Cnj+Neg+Neu+ExclSubj']"
mizhosiwaang,"['mizhwi+VTA+Cnj+Neg+Neu+2SgSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Neu+2SgSubj+ExclObj', 'mizhwi+VTA+Cnj+Neg+Neu+2PlSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Neu+2PlSubj+ExclObj']"
waabamisiwaang,"['waabam+VTA+Cnj+Neg+Neu+2SgSubj+ExclObj', 'waabam+VTA+Cnj+Neg+Neu+2PlSubj+ExclObj']"
mawadishiyaang,"['mawadish+VTA+Cnj+Pos+Neu+2SgSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Neu+2PlSubj+ExclObj']"
miizhiyaang,"['miizh+VTA+Cnj+Pos+Neu+2SgSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Neu+2PlSubj+ExclObj']"
mikawiyaang,"['mikaw+VTA+Cnj+Pos+Neu+2SgSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Neu+2PlSubj+ExclObj', 'mikawi+VAI+Cnj+Pos+Neu+ExclSubj']"
mizhoyaang,"['mizhwi+VTA+Cnj+Pos+Neu+2SgSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Neu+2SgSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Neu+2PlSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Neu+2PlSubj+ExclObj']"
waabamiyaang,"['waabam+VTA+Cnj+Pos+Neu+2SgSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Neu+2PlSubj+ExclObj']"
mikawisiwan,"['mikaw+VTA+Cnj+Neg+Neu+2SgSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Neu+2SgSubj']"
mizhosiwan,"['mizhwi+VTA+Cnj+Neg+Neu+2SgSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Neu+2SgSubj+1SgObj']"
mikawiyan,"['mikaw+VTA+Cnj+Pos+Neu+2SgSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Neu+2SgSubj']"
mizhoyan,"['mizhwi+VTA+Cnj+Pos+Neu+2SgSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Neu+2SgSubj+1SgObj']"
mawadisimaasiwad,"['mawadish+VTA+Cnj+Neg+Neu+2SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+2SgSubj+3SgObvObj']"
miinimaasiwad,"['miizh+VTA+Cnj+Neg+Neu+2SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+2SgSubj+3SgObvObj']"
mikawimaasiwad,"['mikaw+VTA+Cnj+Neg+Neu+2SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+2SgSubj+3SgObvObj']"
mizhomaasiwad,"['mizhwi+VTA+Cnj+Neg+Neu+2SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+2SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+2SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+2SgSubj+3SgObvObj']"
waabamimaasiwad,"['waabam+VTA+Cnj+Neg+Neu+2SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+2SgSubj+3SgObvObj']"
mawadisimad,"['mawadish+VTA+Cnj+Pos+Neu+2SgSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+2SgSubj+3PlObvObj']"
miinimad,"['miizh+VTA+Cnj+Pos+Neu+2SgSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+2SgSubj+3PlObvObj']"
mikawimad,"['mikaw+VTA+Cnj+Pos+Neu+2SgSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+2SgSubj+3PlObvObj']"
mizhomad,"['mizhwi+VTA+Cnj+Pos+Neu+2SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+2SgSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+2SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+2SgSubj+3PlObvObj']"
waabamimad,"['waabam+VTA+Cnj+Pos+Neu+2SgSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+2SgSubj+3PlObvObj']"
mizhwaasiwadwaa,"['mizhwi+VTA+Cnj+Neg+Neu+2SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+2SgSubj+3PlProxObj']"
mizhwadwaa,"['mizhwi+VTA+Cnj+Pos+Neu+2SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+2SgSubj+3PlProxObj']"
mizhwaasiwad,"['mizhwi+VTA+Cnj+Neg+Neu+2SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+2SgSubj+3SgProxObj']"
mizhwad,"['mizhwi+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']"
mikawisigwaa,"['mikaw+VTA+Cnj+Neg+Neu+3PlProxSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Neu+3PlProxSubj']"
mizhosigwaa,"['mizhwi+VTA+Cnj+Neg+Neu+3PlProxSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Neu+3PlProxSubj+1SgObj']"
mikawiwaad,"['mikaw+VTA+Cnj+Pos+Neu+3PlProxSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Neu+3PlProxSubj']"
mizhowaad,"['mizhwi+VTA+Cnj+Pos+Neu+3PlProxSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Neu+3PlProxSubj+1SgObj']"
mizhosinowegwaa,"['mizhwi+VTA+Cnj+Neg+Neu+3PlProxSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Neu+3PlProxSubj+2PlObj']"
mizhonegwaa,"['mizhwi+VTA+Cnj+Pos+Neu+3PlProxSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Neu+3PlProxSubj+2PlObj']"
mizhosinokwaa,"['mizhwi+VTA+Cnj+Neg+Neu+3PlProxSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Neu+3PlProxSubj+2SgObj']"
mizhokwaa,"['mizhwi+VTA+Cnj+Pos+Neu+3PlProxSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Neu+3PlProxSubj+2SgObj']"
mawadisaasigwaa,"['mawadish+VTA+Cnj+Neg+Neu+3PlProxSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+3PlProxSubj+3SgObvObj']"
miinaasigwaa,"['miizh+VTA+Cnj+Neg+Neu+3PlProxSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+3PlProxSubj+3SgObvObj']"
mikawaasigwaa,"['mikaw+VTA+Cnj+Neg+Neu+3PlProxSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+3PlProxSubj+3SgObvObj']"
mizhwaasigwaa,"['mizhwi+VTA+Cnj+Neg+Neu+3PlProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+3PlProxSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+3PlProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+3PlProxSubj+3SgObvObj']"
waabamaasigwaa,"['waabam+VTA+Cnj+Neg+Neu+3PlProxSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+3PlProxSubj+3SgObvObj']"
mawadisaawaad,"['mawadish+VTA+Cnj+Pos+Neu+3PlProxSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+3PlProxSubj+3PlObvObj']"
miinaawaad,"['miizh+VTA+Cnj+Pos+Neu+3PlProxSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+3PlProxSubj+3PlObvObj']"
mikawaawaad,"['mikaw+VTA+Cnj+Pos+Neu+3PlProxSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+3PlProxSubj+3PlObvObj']"
mizhwaawaad,"['mizhwi+VTA+Cnj+Pos+Neu+3PlProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+3PlProxSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+3PlProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+3PlProxSubj+3PlObvObj']"
waabamaawaad,"['waabam+VTA+Cnj+Pos+Neu+3PlProxSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+3PlProxSubj+3PlObvObj']"
mizhosinowangidwaa,"['mizhwi+VTA+Cnj+Neg+Neu+3PlProxSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Neu+3PlProxSubj+ExclObj']"
mawadisigooyaang,"['mawadish+VTA+Cnj+Pos+Neu+3PlProxSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Neu+3SgProxSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Neu+XSubj+ExclObj']"
miinigooyaang,"['miizh+VTA+Cnj+Pos+Neu+3PlProxSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Neu+3SgProxSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Neu+XSubj+ExclObj']"
mikaagooyaang,"['mikaw+VTA+Cnj+Pos+Neu+3PlProxSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Neu+XSubj+ExclObj']"
mizhogooyaang,"['mizhwi+VTA+Cnj+Pos+Neu+3PlProxSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Neu+3PlProxSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Neu+3SgProxSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Neu+3SgProxSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Neu+XSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+ExclObj']"
waabamigooyaang,"['waabam+VTA+Cnj+Pos+Neu+3PlProxSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Neu+3SgProxSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Neu+XSubj+ExclObj']"
mizhosinowangwaa,"['mizhwi+VTA+Cnj+Neg+Neu+3PlProxSubj+InclObj', 'mizho+VTA+Cnj+Neg+Neu+3PlProxSubj+InclObj']"
mizhonangwaa,"['mizhwi+VTA+Cnj+Pos+Neu+3PlProxSubj+InclObj', 'mizho+VTA+Cnj+Pos+Neu+3PlProxSubj+InclObj']"
mikawisig,"['mikaw+VTA+Cnj+Neg+Neu+3SgProxSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Neu+3SgProxSubj']"
mizhosig,"['mizhwi+VTA+Cnj+Neg+Neu+3SgProxSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Neu+3SgProxSubj+1SgObj']"
mikawid,"['mikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Neu+3SgProxSubj']"
mizhod,"['mizhwi+VTA+Cnj+Pos+Neu+3SgProxSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Neu+3SgProxSubj+1SgObj']"
mizhosinoweg,"['mizhwi+VTA+Cnj+Neg+Neu+3SgProxSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Neu+3SgProxSubj+2PlObj']"
mizhoneg,"['mizhwi+VTA+Cnj+Pos+Neu+3SgProxSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Neu+3SgProxSubj+2PlObj']"
mizhosinok,"['mizhwi+VTA+Cnj+Neg+Neu+3SgProxSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Neu+3SgProxSubj+2SgObj']"
mawadisik,"['mawadish+VTA+Cnj+Pos+Neu+3SgProxSubj+2SgObj', 'mawadish+VTA+Imp+Sim+2PlSubj+3SgProxObj', 'mawadish+VTA+Imp+Sim+2PlSubj+3PlProxObj']"
miinik,"['miizh+VTA+Cnj+Pos+Neu+3SgProxSubj+2SgObj', 'miizh+VTA+Imp+Sim+2PlSubj+3SgProxObj', 'miizh+VTA+Imp+Sim+2PlSubj+3PlProxObj']"
mizhok,"['mizhwi+VTA+Cnj+Pos+Neu+3SgProxSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Neu+3SgProxSubj+2SgObj', 'mizhwi+VTA+Imp+Sim+2PlSubj+3SgProxObj', 'mizho+VTA+Imp+Sim+2PlSubj+3SgProxObj', 'mizhwi+VTA+Imp+Sim+2PlSubj+3PlProxObj', 'mizho+VTA+Imp+Sim+2PlSubj+3PlProxObj']"
waabamik,"['waabam+VTA+Cnj+Pos+Neu+3SgProxSubj+2SgObj', 'waabamik+NA+ProxSg', 'waabam+VTA+Imp+Sim+2PlSubj+3SgProxObj', 'waabam+VTA+Imp+Sim+2PlSubj+3PlProxObj']"
mawadisaasig,"['mawadish+VTA+Cnj+Neg+Neu+3SgProxSubj+3SgObvObj', 'mawadish+VTA+Cnj+Neg+Neu+3SgProxSubj+3PlObvObj']"
miinaasig,"['miizh+VTA+Cnj+Neg+Neu+3SgProxSubj+3SgObvObj', 'miizh+VTA+Cnj+Neg+Neu+3SgProxSubj+3PlObvObj']"
mikawaasig,"['mikaw+VTA+Cnj+Neg+Neu+3SgProxSubj+3SgObvObj', 'mikaw+VTA+Cnj+Neg+Neu+3SgProxSubj+3PlObvObj']"
mizhwaasig,"['mizhwi+VTA+Cnj+Neg+Neu+3SgProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+3SgProxSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+3SgProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+3SgProxSubj+3PlObvObj']"
waabamaasig,"['waabam+VTA+Cnj+Neg+Neu+3SgProxSubj+3SgObvObj', 'waabam+VTA+Cnj+Neg+Neu+3SgProxSubj+3PlObvObj']"
mawadisaad,"['mawadish+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']"
miinaad,"['miizh+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']"
mikawaad,"['mikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']"
mizhwaad,"['mizhwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']"
waabamaad,"['waabam+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']"
mizhosinowangid,"['mizhwi+VTA+Cnj+Neg+Neu+3SgProxSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Neu+3SgProxSubj+ExclObj']"
mizhosinowang,"['mizhwi+VTA+Cnj+Neg+Neu+3SgProxSubj+InclObj', 'mizho+VTA+Cnj+Neg+Neu+3SgProxSubj+InclObj']"
mizhonang,"['mizhwi+VTA+Cnj+Pos+Neu+3SgProxSubj+InclObj', 'mizho+VTA+Cnj+Pos+Neu+3SgProxSubj+InclObj']"
mawadisigoosiweg,"['mawadish+VTA+Cnj+Neg+Neu+XSubj+2PlObj', 'mawadish+VTA+Cnj+Neg+Neu+ExclSubj+2PlObj']"
miinigoosiweg,"['miizh+VTA+Cnj+Neg+Neu+XSubj+2PlObj', 'miizh+VTA+Cnj+Neg+Neu+ExclSubj+2PlObj']"
mikaagoosiweg,"['mikaw+VTA+Cnj+Neg+Neu+XSubj+2PlObj', 'mikaw+VTA+Cnj+Neg+Neu+ExclSubj+2PlObj']"
mizhogoosiweg,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+2PlObj', 'mizhwi+VTA+Cnj+Neg+Neu+ExclSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Neu+ExclSubj+2PlObj']"
waabamigoosiweg,"['waabam+VTA+Cnj+Neg+Neu+XSubj+2PlObj', 'waabam+VTA+Cnj+Neg+Neu+ExclSubj+2PlObj']"
mawadisigooyeg,"['mawadish+VTA+Cnj+Pos+Neu+ExclSubj+2PlObj', 'mawadish+VTA+Cnj+Pos+Neu+XSubj+2PlObj']"
miinigooyeg,"['miizh+VTA+Cnj+Pos+Neu+ExclSubj+2PlObj', 'miizh+VTA+Cnj+Pos+Neu+XSubj+2PlObj']"
mikaagooyeg,"['mikaw+VTA+Cnj+Pos+Neu+ExclSubj+2PlObj', 'mikaw+VTA+Cnj+Pos+Neu+XSubj+2PlObj']"
mizhogooyeg,"['mizhwi+VTA+Cnj+Pos+Neu+ExclSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Neu+ExclSubj+2PlObj', 'mizhwi+VTA+Cnj+Pos+Neu+XSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+2PlObj']"
waabamigooyeg,"['waabam+VTA+Cnj+Pos+Neu+ExclSubj+2PlObj', 'waabam+VTA+Cnj+Pos+Neu+XSubj+2PlObj']"
mawadisigoosiwan,"['mawadish+VTA+Cnj+Neg+Neu+XSubj+2SgObj', 'mawadish+VTA+Cnj+Neg+Neu+ExclSubj+2SgObj']"
miinigoosiwan,"['miizh+VTA+Cnj+Neg+Neu+XSubj+2SgObj', 'miizh+VTA+Cnj+Neg+Neu+ExclSubj+2SgObj']"
mikaagoosiwan,"['mikaw+VTA+Cnj+Neg+Neu+XSubj+2SgObj', 'mikaw+VTA+Cnj+Neg+Neu+ExclSubj+2SgObj']"
mizhogoosiwan,"['mizhwi+VTA+Cnj+Neg+Neu+XSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Neu+XSubj+2SgObj', 'mizhwi+VTA+Cnj+Neg+Neu+ExclSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Neu+ExclSubj+2SgObj']"
waabamigoosiwan,"['waabam+VTA+Cnj+Neg+Neu+XSubj+2SgObj', 'waabam+VTA+Cnj+Neg+Neu+ExclSubj+2SgObj']"
mawadisigooyan,"['mawadish+VTA+Cnj+Pos+Neu+ExclSubj+2SgObj', 'mawadish+VTA+Cnj+Pos+Neu+XSubj+2SgObj']"
miinigooyan,"['miizh+VTA+Cnj+Pos+Neu+ExclSubj+2SgObj', 'miizh+VTA+Cnj+Pos+Neu+XSubj+2SgObj']"
mikaagooyan,"['mikaw+VTA+Cnj+Pos+Neu+ExclSubj+2SgObj', 'mikaw+VTA+Cnj+Pos+Neu+XSubj+2SgObj']"
mizhogooyan,"['mizhwi+VTA+Cnj+Pos+Neu+ExclSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Neu+ExclSubj+2SgObj', 'mizhwi+VTA+Cnj+Pos+Neu+XSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Neu+XSubj+2SgObj']"
waabamigooyan,"['waabam+VTA+Cnj+Pos+Neu+ExclSubj+2SgObj', 'waabam+VTA+Cnj+Pos+Neu+XSubj+2SgObj']"
mawadisaasiwangidwaa,"['mawadish+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+ExclSubj+3PlProxObj']"
miinaasiwangidwaa,"['miizh+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+ExclSubj+3PlProxObj']"
mikawaasiwangidwaa,"['mikaw+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+ExclSubj+3PlProxObj']"
mizhwaasiwangidwaa,"['mizhwi+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+ExclSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+ExclSubj+3PlProxObj']"
waabamaasiwangidwaa,"['waabam+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+ExclSubj+3PlProxObj']"
mawadisimangid,"['mawadish+VTA+Cnj+Pos+Neu+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Neu+ExclSubj+3SgObvObj']"
miinimangid,"['miizh+VTA+Cnj+Pos+Neu+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Neu+ExclSubj+3SgObvObj']"
mikawimangid,"['mikaw+VTA+Cnj+Pos+Neu+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Neu+ExclSubj+3SgObvObj']"
mizhomangid,"['mizhwi+VTA+Cnj+Pos+Neu+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+ExclSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+ExclSubj+3SgObvObj']"
waabamimangid,"['waabam+VTA+Cnj+Pos+Neu+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Neu+ExclSubj+3SgObvObj']"
mizhwangidwaa,"['mizhwi+VTA+Cnj+Pos+Neu+ExclSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+ExclSubj+3PlProxObj']"
mawadisimaasiwangid,"['mawadish+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+ExclSubj+3SgObvObj']"
miinimaasiwangid,"['miizh+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+ExclSubj+3SgObvObj']"
mikawimaasiwangid,"['mikaw+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+ExclSubj+3SgObvObj']"
mizhomaasiwangid,"['mizhwi+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+ExclSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+ExclSubj+3SgObvObj']"
waabamimaasiwangid,"['waabam+VTA+Cnj+Neg+Neu+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+ExclSubj+3SgObvObj']"
mizhwaasiwangid,"['mizhwi+VTA+Cnj+Neg+Neu+ExclSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+ExclSubj+3SgProxObj']"
mizhwangid,"['mizhwi+VTA+Cnj+Pos+Neu+ExclSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+ExclSubj+3SgProxObj']"
mawadisaasiwangwaa,"['mawadish+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+InclSubj+3PlProxObj']"
miinaasiwangwaa,"['miizh+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+InclSubj+3PlProxObj']"
mikawaasiwangwaa,"['mikaw+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+InclSubj+3PlProxObj']"
mizhwaasiwangwaa,"['mizhwi+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+InclSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+InclSubj+3PlProxObj']"
waabamaasiwangwaa,"['waabam+VTA+Cnj+Neg+Neu+InclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+InclSubj+3PlProxObj']"
mawadisimang,"['mawadish+VTA+Cnj+Pos+Neu+InclSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+InclSubj+3PlObvObj']"
miinimang,"['miizh+VTA+Cnj+Pos+Neu+InclSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+InclSubj+3PlObvObj']"
mikawimang,"['mikaw+VTA+Cnj+Pos+Neu+InclSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+InclSubj+3PlObvObj']"
